filepath,source,label,emotion,intensity,screaming,split
Screaming\NotScreaming\pjGGww7hasI_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\FOLW9KLNL78_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\un-OXLWhvDc_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-03-02-01-02-04.wav,RAVDESS,neutral,happy,strong,,train
Screaming\NotScreaming\9mqA4YdX444_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\TPPU874f3Ps_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\Screaming\B6FPZgJ489E_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\DDC_PBDsiSI_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\WNx9AzSOTPk_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\o8Q0i9VzQZA_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-02-01-02-01-06.wav,RAVDESS,neutral,calm,normal,,train
Screaming\NotScreaming\oh0EWEvJI90_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\0aJ4ncKJqIg_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\DS13-KbbDCs_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\Vhb3ymD6Uwo_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\TIn9cxfbpTY_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-06-02-02-02-04.wav,RAVDESS,aggressive,fearful,strong,,train
Screaming\NotScreaming\Uy9EgFy6NBg_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\DueNcVFHI0k_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\cWvVN0gxrFA_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-05-01-01-01-09.wav,RAVDESS,aggressive,angry,normal,,train
Screaming\NotScreaming\OMjLpPxbKN4_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-02-02-02-02-18.wav,RAVDESS,neutral,calm,strong,,train
RAVDESS\03-01-06-02-01-01-19.wav,RAVDESS,aggressive,fearful,strong,,train
RAVDESS\03-01-03-01-02-02-09.wav,RAVDESS,neutral,happy,normal,,train
RAVDESS\03-01-06-01-01-01-15.wav,RAVDESS,neutral,fearful,normal,,train
RAVDESS\03-01-02-02-01-02-24.wav,RAVDESS,neutral,calm,strong,,train
Screaming\NotScreaming\28oK-ruIvVw_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\ZAjeW-QbPb4_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-05-01-02-02-11.wav,RAVDESS,aggressive,angry,normal,,train
Screaming\NotScreaming\-uWB_lkFDhg_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\M2AQ9e4yonI_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-07-02-02-01-10.wav,RAVDESS,neutral,disgust,strong,,train
Screaming\Screaming\z78HFwCHYjI_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-03-01-02-02-18.wav,RAVDESS,neutral,happy,normal,,train
Screaming\NotScreaming\l3ARyo7yFzo_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\l2T6QdLMgN4_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\bKWc8u79cfg_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\yASSsS9q6mY_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-04-02-01-02-17.wav,RAVDESS,neutral,sad,strong,,train
Screaming\NotScreaming\7k3M0pQvzhY_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\KMixx_7pW8Y_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-08-02-01-02-04.wav,RAVDESS,neutral,surprised,strong,,train
Screaming\NotScreaming\GhNaovl8MeM_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-03-01-01-02-04.wav,RAVDESS,neutral,happy,normal,,train
Screaming\NotScreaming\uZHE9b1WDuM_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-08-02-01-02-05.wav,RAVDESS,neutral,surprised,strong,,train
Screaming\NotScreaming\j5pXn8wSED0_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-04-01-02-01-08.wav,RAVDESS,neutral,sad,normal,,train
Screaming\NotScreaming\_MJNjRAkRfE_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\9hJigrKndKw_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\16VxjI3ubJs_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-03-02-02-02-09.wav,RAVDESS,neutral,happy,strong,,train
RAVDESS\03-01-06-02-01-02-24.wav,RAVDESS,aggressive,fearful,strong,,train
Screaming\NotScreaming\ok-xBfOhmrk_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\O9SxKNENNIQ_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\h_N3xZ3isAU_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-03-02-01-01-04.wav,RAVDESS,neutral,happy,strong,,train
RAVDESS\03-01-06-01-01-02-11.wav,RAVDESS,neutral,fearful,normal,,train
Screaming\NotScreaming\YkJ9ibE9DbA_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-04-01-01-02-14.wav,RAVDESS,neutral,sad,normal,,train
Screaming\NotScreaming\JL8Nd1_O_8w_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\su8o__goGeU_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-01-01-02-02-24.wav,RAVDESS,neutral,neutral,normal,,train
Screaming\NotScreaming\vfKsIb7xYSA_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\_WYwB1qRgLM_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\zCw3ezp7jTE_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\ORU6Ykr0mKM_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\Jlv0rZ3-Fh8_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\m6XM5JFsNjw_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\ULW0iSZ7kpc_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\14U565gmdg4_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-04-02-01-02-13.wav,RAVDESS,neutral,sad,strong,,train
Screaming\NotScreaming\OJpQgSZ49tk_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\4gEmWJCPZGo_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\80C4GZenjZY_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\AVVfOYSmexM_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-07-01-01-02-04.wav,RAVDESS,neutral,disgust,normal,,train
Screaming\NotScreaming\4OUFnQ1ig7g_out.wav,SCREAMING_DATASET,neutral,,,False,train
Emotions\64991b907f82d9763944eba2-surprised.wav,EMOTIONS_DATASET,neutral,surprised,,,train
Screaming\NotScreaming\y3v0-NRB230_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\UJqnJ6fr394_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\KxJMpfBmy0Y_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\ZFNoJi4JsS8_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\dRqTAJlBl-g_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\KHpF2LzWHfQ_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-02-02-02-01-10.wav,RAVDESS,neutral,calm,strong,,train
Screaming\Screaming\XoXRprEPysE_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\LkcaWTmEsvY_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\SkxBwwn12wk_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-01-01-02-02-08.wav,RAVDESS,neutral,neutral,normal,,train
Screaming\Screaming\BJ-QduG8VQM_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\Screaming\KyGw1emvshs_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\IFN_nXsSU5c_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-02-02-02-01-16.wav,RAVDESS,neutral,calm,strong,,train
RAVDESS\03-01-02-02-01-02-14.wav,RAVDESS,neutral,calm,strong,,train
Screaming\Screaming\83-cNpSYm7M_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-03-01-02-01-01.wav,RAVDESS,neutral,happy,normal,,train
Screaming\NotScreaming\SwdhfGXkMCo_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\9dx9IhSqwC4_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-01-01-02-02-20.wav,RAVDESS,neutral,neutral,normal,,train
RAVDESS\03-01-04-02-01-01-17.wav,RAVDESS,neutral,sad,strong,,train
Screaming\NotScreaming\XzlDa1dzUh4_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\wrLjzQCzo7E_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\1NzgluE_9lo_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\Screaming\ShK1-OLPJqA_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-05-01-02-02-04.wav,RAVDESS,aggressive,angry,normal,,train
Screaming\NotScreaming\VD-zm-oDCTs_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\9EzV2FqY2y8_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\ySUuWxNEDtY_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\Screaming\_LyX0W1PAgw_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\Screaming\ygAoDKnuXRU_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\BVlh3igb-7g_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\JzPqdoLFj8U_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\5AAYAhVcZNM_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\RRRRP0HCyGQ_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-02-01-01-02-12.wav,RAVDESS,neutral,calm,normal,,train
Screaming\Screaming\0A-jRMtiSGI_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-03-01-01-01-20.wav,RAVDESS,neutral,happy,normal,,train
Screaming\Screaming\XGV15gn-nOs_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\H0Zaevi3IUw_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\5fFguglZ_8o_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\VXFyLX6z0V8_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\5FuSmFvqBh0_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-02-02-01-02-09.wav,RAVDESS,neutral,calm,strong,,train
Screaming\NotScreaming\1E256RRhLus_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\noYeBRk2XE8_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\MC0Aeu7RLSI_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\zC3MxGNQ4fY_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-06-02-01-02-06.wav,RAVDESS,aggressive,fearful,strong,,train
Screaming\NotScreaming\KcNWLIpv8gc_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\vNPL092rPgQ_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\ipuwZG_lUrc_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\u_9P1vOIMGg_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\L9Jh81RHpJ4_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\c-myXK9NJWQ_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\yhQnQ2DxSSc_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\60kn1weBK8M_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\IOzFIWgL_IQ_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\LAEY1FdokEs_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-05-01-01-01-24.wav,RAVDESS,aggressive,angry,normal,,train
RAVDESS\03-01-05-01-01-02-23.wav,RAVDESS,aggressive,angry,normal,,train
Screaming\NotScreaming\Nxtqm2s8sLU_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\9YnYlDFKn-U_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\xHvPtgkxUPk_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\G_-3oPXHjLI_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\-tmY1GEH3_Y_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\QveRrhIrdQA_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\GGHWferVvnA_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\7mcrZwM1t_Q_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-03-02-02-02-11.wav,RAVDESS,neutral,happy,strong,,train
Screaming\NotScreaming\eLHj2Tr3ww8_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-06-01-02-01-20.wav,RAVDESS,neutral,fearful,normal,,train
RAVDESS\03-01-03-02-02-01-18.wav,RAVDESS,neutral,happy,strong,,train
Screaming\NotScreaming\Uee5rSrKryQ_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\50ceesIcjwE_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\aYV981DLt_A_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-08-02-01-01-06.wav,RAVDESS,neutral,surprised,strong,,train
Screaming\NotScreaming\lBRm04QHtxY_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\1zF2W8JxFK4_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\ltwnMaBY1OE_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\MBWwU5fP1Ws_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-01-01-01-01-04.wav,RAVDESS,neutral,neutral,normal,,train
Screaming\NotScreaming\_yqlQimkHpQ_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\j3aYWm8uAbI_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\WAaz2BM4sbI_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-07-02-01-01-11.wav,RAVDESS,neutral,disgust,strong,,train
Screaming\NotScreaming\rjIlkj5EA3Y_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-04-02-01-01-21.wav,RAVDESS,neutral,sad,strong,,train
Screaming\Screaming\wfdTpX5KrC8_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\4Lk8pUeLCwQ_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-06-01-02-02-03.wav,RAVDESS,neutral,fearful,normal,,train
Screaming\NotScreaming\RmYtLdigEFc_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\DXeiJpZXVAI_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-05-01-01-01-11.wav,RAVDESS,aggressive,angry,normal,,train
RAVDESS\03-01-04-01-01-01-01.wav,RAVDESS,neutral,sad,normal,,train
Screaming\Screaming\tIUz-TQsrIg_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\MEMJSf7DLaA_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\nHGis4rLffU_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-01-01-02-02-02.wav,RAVDESS,neutral,neutral,normal,,train
Screaming\NotScreaming\DYVxOjG2nvw_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\Pf0oQSdL2yU_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\PF84q5hweIg_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\bsUtc3ngao4_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\Screaming\3bqGx2W_DK0_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-05-01-02-01-15.wav,RAVDESS,aggressive,angry,normal,,train
Screaming\NotScreaming\jeBOdJ3ctVw_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\3H4hqMl7A30_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\XjjxnpDBzBc_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-05-02-01-01-06.wav,RAVDESS,aggressive,angry,strong,,train
RAVDESS\03-01-05-01-01-01-10.wav,RAVDESS,aggressive,angry,normal,,train
Screaming\NotScreaming\mqutrIKQ0wM_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\5dYlvKV6mrc_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\uNfvtOokcLM_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\Ux4emeodeM8_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\3KdyWJ6wTOw_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\_LY8EpSdPrk_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\RoiA7OuNqSc_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\NsR60ehkHGA_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-03-01-01-02-20.wav,RAVDESS,neutral,happy,normal,,train
Screaming\NotScreaming\I5MfWDvGp5Y_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-03-01-01-01-01.wav,RAVDESS,neutral,happy,normal,,train
Screaming\Screaming\9cMOLxEN1qM_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-05-02-02-01-09.wav,RAVDESS,aggressive,angry,strong,,train
RAVDESS\03-01-08-02-02-02-21.wav,RAVDESS,neutral,surprised,strong,,train
RAVDESS\03-01-02-02-01-02-02.wav,RAVDESS,neutral,calm,strong,,train
RAVDESS\03-01-05-01-02-01-20.wav,RAVDESS,aggressive,angry,normal,,train
Screaming\NotScreaming\MiaERolVcCM_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\l80hiBfvyXo_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\j8z9a9A8LV4_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\JLrDktDYnRE_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-06-01-02-02-06.wav,RAVDESS,neutral,fearful,normal,,train
Screaming\NotScreaming\4pxZWwuoATI_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-07-01-02-01-06.wav,RAVDESS,neutral,disgust,normal,,train
RAVDESS\03-01-02-02-02-02-24.wav,RAVDESS,neutral,calm,strong,,train
Screaming\Screaming\qIcnZQW3CCw_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-06-02-02-01-23.wav,RAVDESS,aggressive,fearful,strong,,train
Screaming\Screaming\yNI0GBzxIFI_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-06-01-01-02-17.wav,RAVDESS,neutral,fearful,normal,,train
Screaming\NotScreaming\hAvIkW-qOTo_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\fd5JUOIhMxQ_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\6vDMRkvF4f4_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-08-02-02-02-02.wav,RAVDESS,neutral,surprised,strong,,train
Screaming\Screaming\4yZFGlLSP0Q_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-06-01-02-01-24.wav,RAVDESS,neutral,fearful,normal,,train
Screaming\NotScreaming\h_TDirl_Bi8_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\btwy0yCQL14_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\tDVOUsG52Jw_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\vkuvXhauqsc_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-07-02-01-02-14.wav,RAVDESS,neutral,disgust,strong,,train
Screaming\Screaming\1hQfWYFjrTE_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\4o2ciOY7aNI_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\OJ4hYN9OVuY_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\oezAMNywotU_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\mBNvhnsEOrc_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\cxB37P_ax8I_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-04-02-02-01-06.wav,RAVDESS,neutral,sad,strong,,train
Screaming\NotScreaming\W0sDbGpUvgE_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\I5kLABBGUU8_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\DaD0gvQnqyo_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-03-01-01-02-07.wav,RAVDESS,neutral,happy,normal,,train
Screaming\NotScreaming\MCXt6bfg5-o_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\2UUUivJa6DY_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\Screaming\9UhhRu-0iyA_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-02-02-02-02-15.wav,RAVDESS,neutral,calm,strong,,train
Screaming\NotScreaming\6qY1ojVpxB4_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-07-02-02-01-19.wav,RAVDESS,neutral,disgust,strong,,train
Screaming\Screaming\9bM_mkoP3lw_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\Screaming\dRWkhKbhsy8_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\KuIoTPeISWI_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\sf_Y4QGc5-4_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\JB6Xc3OqUpM_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\O2VHKmZi79Q_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\lxsMyRaGtE0_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\DSa3YoTNoZA_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\xtllXrdFAFQ_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-05-01-01-02-17.wav,RAVDESS,aggressive,angry,normal,,train
RAVDESS\03-01-04-02-02-01-20.wav,RAVDESS,neutral,sad,strong,,train
Screaming\Screaming\Bz1oeOa122A_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\Screaming\lOiFehXjng8_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\blqm5QygivU_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-04-02-01-01-13.wav,RAVDESS,neutral,sad,strong,,train
Screaming\NotScreaming\DLMRjbqrdRk_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\MoyaAYkhhuU_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\jJh5PETGihs_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-02-02-01-01-08.wav,RAVDESS,neutral,calm,strong,,train
RAVDESS\03-01-01-01-01-02-01.wav,RAVDESS,neutral,neutral,normal,,train
Screaming\NotScreaming\IB0K3DktCsI_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\mZkuT_G8z5M_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\QZoP0bHWb8U_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\-QivqOnaPIc_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\vtBA9zkp264_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\yBXY7wCn4aA_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-02-01-01-02-14.wav,RAVDESS,neutral,calm,normal,,train
Screaming\NotScreaming\ovM6O5y2uBo_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-04-02-02-01-12.wav,RAVDESS,neutral,sad,strong,,train
Screaming\NotScreaming\90rgiP6MPM8_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\xuMDGR-zYZU_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-04-01-01-02-24.wav,RAVDESS,neutral,sad,normal,,train
Screaming\NotScreaming\msnm_tYXcYw_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\AYpXZRPFFp0_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\eKcbfA-n7q0_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\Mgh78_iXT9g_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\q-sJu8CoZts_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\TEWYFkjH2jc_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\ja-iLfI1ryE_out.wav,SCREAMING_DATASET,neutral,,,False,train
